P,Ti,Cr,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Sb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,W,Bi,Pb,Deposit_Type,Fe,Ge,Te,Au,S,V,Mn,Cd,Sn,Ba,Tl,Na,Mg,Al,Si,K,Ca,Ga,In
,39.6,40.6,829.0,3.04,184082.0,5479.0,2.54,71.9,0.52,5.82,13.4,0.97,0.68,,,,,,,,,,,,,,,0.15,0.46,52.4,Hydrothermal,329721.0,8.66,5.49,0.51,382657.0,2.43,852.0,10.5,7.76,0.73,0.04,1706.0,26997.0,278.0,66285.0,311.0,529.0,0.8,6.03
,23.8,11.3,1186.0,4.4,174333.0,6716.0,3.81,13.2,0.51,6.96,17.9,1.0,0.52,,,,,,,,,,,,,,,0.13,0.49,35.7,Hydrothermal,339160.0,9.86,0.89,0.85,376510.0,2.71,958.0,12.2,7.18,0.61,0.04,1596.0,34953.0,205.0,63535.0,321.0,367.0,0.5,5.66
,0.93,0.24,1208.0,3.6,227788.0,13710.0,0.35,474.0,0.04,0.05,0.05,1.38,0.04,,,,,,,,,,,,,,,,0.32,3.64,Hydrothermal,358908.0,7.28,50.6,,396535.0,0.05,889.0,28.6,6.26,0.01,,9.67,16.7,,343.0,8.87,3.41,0.05,2.88
,0.64,,1117.0,18.0,180748.0,12379.0,0.97,454.0,1.16,4.01,0.62,1.43,,,,,,,,,,,,,,,,0.04,0.71,6.6,Hydrothermal,395928.0,8.8,52.0,0.04,396807.0,0.39,1197.0,24.6,7.36,2.6,0.01,237.0,843.0,5.88,9211.0,627.0,313.0,0.1,2.41
,1.03,,1148.0,3.74,185304.0,13532.0,0.52,528.0,0.24,0.09,0.07,0.87,0.04,,,,,,,,,,,,,,,,0.26,4.63,Hydrothermal,407327.0,8.58,60.0,0.01,389361.0,0.01,956.0,27.4,5.93,0.02,0.02,43.9,351.0,0.14,1308.0,25.7,,0.06,2.95
,0.47,,1086.0,22.8,163682.0,8876.0,0.63,397.0,0.68,3.25,2.52,1.17,0.06,,,,,,,,,,,,,,,0.01,0.38,5.19,Hydrothermal,390849.0,9.18,45.6,,395004.0,0.39,1318.0,17.9,6.31,1.17,0.03,233.0,13001.0,3.97,24883.0,152.0,396.0,0.12,3.06
,0.48,1.58,2043.0,1.58,26411.0,851.0,0.12,42.9,1.22,3.57,6.45,2.51,0.11,,,,,,,,,,,,,,,0.03,0.13,2.44,Hydrothermal,518094.0,13.4,4.01,0.1,423281.0,0.14,2426.0,1.82,2.03,0.69,0.11,327.0,8026.0,0.56,18089.0,310.0,56.4,0.07,0.63
,0.0,3.12,62.1,7.73,1548.0,957.0,2.14,7.33,2.87,4.45,9.46,0.35,0.03,,,,,,,,,,,,,,,0.07,,0.94,Hydrothermal,484942.0,12.5,,0.03,375583.0,2.69,1645.0,0.69,0.63,0.47,0.09,953.0,55046.0,274.0,78261.0,580.0,93.3,0.15,0.07
,0.03,3.0,75.7,1.58,6411.0,920.0,0.62,11.8,3.73,4.56,8.31,0.71,0.05,,,,,,,,,,,,,,,0.01,,1.15,Hydrothermal,482913.0,12.8,0.19,0.02,415445.0,1.71,1101.0,0.62,1.16,0.25,0.06,901.0,31820.0,2.4,59398.0,692.0,268.0,0.04,0.24
,1.09,3.2,48.7,5.72,1176.0,655.0,1.1,5.97,3.9,8.59,5.16,0.18,0.32,,,,,,,,,,,,,,,0.11,0.01,0.43,Hydrothermal,524108.0,13.2,0.07,0.23,417732.0,2.09,865.0,0.64,0.43,0.47,0.09,483.0,5401.0,11.0,47748.0,823.0,895.0,0.11,0.06
,0.47,1.23,321.0,5.44,22116.0,1151.0,1.04,15.8,1.27,2.74,3.73,0.74,0.32,,,,,,,,,,,,,,,0.05,0.02,1.02,Hydrothermal,530964.0,11.2,1.31,0.11,435618.0,0.7,516.0,1.67,2.56,0.46,0.2,299.0,2295.0,0.83,6154.0,423.0,90.4,0.01,0.8
,9.52,5.12,132.0,27.7,2327.0,1263.0,0.0,10.1,1.67,3.15,25.3,3.28,0.62,,,,,,,,,,,,,,,0.05,0.07,0.42,Hydrothermal,396073.0,10.5,0.27,0.18,357809.0,4.14,3702.0,0.63,2.73,1.01,0.12,1017.0,117610.0,21.0,119112.0,688.0,139.0,0.34,0.22
,0.35,0.55,1137.0,18.3,3868.0,377.0,1.18,37.4,4.54,5.0,13.1,0.45,0.05,,,,,,,,,,,,,,,0.0,0.1,0.58,Hydrothermal,537901.0,11.1,,0.07,432512.0,0.15,146.0,0.29,0.23,0.26,0.11,1728.0,1942.0,0.35,16926.0,2959.0,409.0,0.01,0.04
,0.21,,1006.0,14.9,1843.0,296.0,2.25,46.3,2.79,2.91,11.0,0.55,0.02,,,,,,,,,,,,,,,0.02,0.07,1.55,Hydrothermal,529302.0,12.2,,0.04,448791.0,0.1,165.0,0.22,0.0,0.16,0.07,795.0,1543.0,0.63,13910.0,1816.0,436.0,0.0,0.06
,1.72,,102.0,1.77,1200.0,1058.0,2.78,2.52,6.18,24.5,8.77,0.11,0.52,,,,,,,,,,,,,,,0.01,,1.87,Hydrothermal,467638.0,12.8,0.11,0.01,364612.0,3.3,1517.0,1.38,0.65,1.45,0.15,2865.0,60817.0,10.2,97424.0,1901.0,784.0,0.18,0.01
,0.74,1.23,272.0,2.06,1585.0,417.0,2.11,11.9,2.46,22.7,7.58,0.7,0.08,,,,,,,,,,,,,,,,0.03,1.23,Hydrothermal,501838.0,12.4,0.11,0.02,430608.0,0.43,2326.0,0.58,0.52,1.64,0.19,1032.0,22998.0,1.69,37663.0,790.0,400.0,0.04,0.01
,0.39,1.71,59.9,0.87,1009.0,158.0,3.13,6.19,1.05,2.55,6.21,0.13,0.15,,,,,,,,,,,,,,,,,0.62,Hydrothermal,524768.0,11.7,0.03,0.03,462269.0,0.44,920.0,0.86,0.22,0.24,0.04,400.0,400.0,1.14,9515.0,348.0,115.0,0.01,0.03
,1.89,7.83,21.7,1.77,2148.0,3422.0,5.46,0.0,33.3,17.1,5.55,0.01,1.63,,,,,,,,,,,,,,,,0.04,3.83,Hydrothermal,507467.0,16.2,0.02,0.03,192815.0,2.32,980.0,2.04,1.81,1.41,0.31,4707.0,42001.0,2.84,236483.0,9169.0,681.0,0.13,0.16
,0.27,1.78,138.0,0.44,1033.0,25.5,1.8,9.48,0.05,1.92,7.62,0.18,0.19,,,,,,,,,,,,,,,0.01,0.01,0.06,Hydrothermal,554107.0,12.4,0.16,0.08,443195.0,0.15,701.0,0.18,0.26,0.33,0.08,64.5,84.1,0.2,563.0,25.4,25.8,0.02,0.03
,0.62,,1066.0,12.6,1807.0,296.0,2.02,15.8,1.8,16.13,25.8,1.47,0.08,,,,,,,,,,,,,,,0.05,0.06,2.88,Hydrothermal,531472.0,12.9,0.28,0.22,414790.0,0.4,961.0,0.4,0.37,1.7,0.05,1110.0,16569.0,1.67,29858.0,1361.0,613.0,0.06,0.04
,0.4,0.61,233.0,1.17,2585.0,57.1,1.04,11.4,0.07,0.69,6.14,0.35,0.1,,,,,,,,,,,,,,,0.01,0.02,0.25,Hydrothermal,551079.0,11.6,0.52,0.03,442585.0,0.15,1742.0,0.62,0.26,0.26,0.1,83.2,388.0,0.19,1073.0,101.0,38.5,0.03,0.04
,4.24,1.3,43.1,13.9,2310.0,3996.0,9.64,6.33,19.2,10.5,15.23,0.14,0.61,,,,,,,,,,,,,,,0.15,0.01,2.84,Hydrothermal,449963.0,18.1,,0.07,186563.0,5.97,1204.0,0.35,1.02,1.39,,1961.0,56918.0,165.0,291129.0,4188.0,1446.0,2.16,0.2
,7.97,5.93,38.1,0.85,1773.0,227.0,1.74,8.42,0.31,3.84,9.23,0.24,0.13,,,,,,,,,,,,,,,0.27,,0.36,Hydrothermal,505216.0,11.3,0.07,2.62,474254.0,0.69,1505.0,0.28,0.61,0.52,0.05,428.0,2061.0,5.07,13863.0,127.0,446.0,0.1,0.07
,0.0,2.65,338.0,7.9,2215.0,328.0,1.71,9.96,2.6,21.6,11.1,0.8,,,,,,,,,,,,,,,,0.02,0.02,0.79,Hydrothermal,523091.0,12.3,1.12,0.13,451254.0,0.73,1599.0,0.3,0.02,2.57,0.07,911.0,4653.0,2.91,12418.0,2205.0,909.0,0.26,0.01
,2.17,4.94,30.7,31.4,1735.0,3702.0,1.61,2.22,11.8,3.91,5.91,0.1,0.67,,,,,,,,,,,,,,,0.03,,0.58,Hydrothermal,454594.0,17.4,0.07,0.13,307760.0,1.69,664.0,0.4,0.82,0.67,0.07,1375.0,44423.0,47.0,183318.0,2035.0,228.0,0.2,0.2
,2.45,7.12,26.0,8.53,677.0,1051.0,2.76,0.16,2.77,1.21,8.08,0.11,0.2,,,,,,,,,,,,,,,0.49,0.01,0.86,Hydrothermal,513259.0,13.0,0.18,0.31,413584.0,2.03,531.0,0.47,0.47,0.8,0.06,389.0,15619.0,71.2,54026.0,540.0,175.0,0.14,0.05
,0.68,0.64,73.7,3.0,815.0,291.0,1.49,6.45,1.01,1.45,7.41,0.16,0.12,,,,,,,,,,,,,,,0.02,0.01,0.71,Hydrothermal,526154.0,11.6,0.19,0.1,454498.0,1.02,1003.0,0.27,0.09,0.22,0.04,118.0,1327.0,2.62,15269.0,295.0,116.0,0.05,0.01
,4.13,43.7,68.5,7.35,1892.0,1652.0,1.77,2.88,23.2,29.7,6.61,0.01,5.01,,,,,,,,,,,,,,,0.47,0.07,13.3,Hydrothermal,441464.0,17.2,,0.74,285478.0,5.29,2146.0,3.73,1.12,3.34,0.25,4626.0,48640.0,72.9,204298.0,8015.0,1477.0,0.22,0.09
,0.98,1.88,1197.0,3.61,107.0,332.0,1.99,37.0,1.24,5.29,2.36,0.24,0.3,,,,,,,,,,,,,,,,0.04,0.74,Hydrothermal,549110.0,11.2,1.09,0.01,440316.0,0.05,176.0,,0.03,0.31,0.11,334.0,1708.0,0.0,6187.0,337.0,128.0,0.0,0.02
,0.08,0.0,293.0,1.78,21120.0,862.0,0.83,11.7,0.05,0.66,4.85,0.84,0.52,,,,,,,,,,,,,,,0.08,0.03,0.55,Hydrothermal,520619.0,11.6,1.94,0.61,454360.0,0.13,1224.0,1.29,1.39,0.18,0.25,102.0,241.0,0.48,987.0,40.3,112.0,0.04,0.24
,0.41,1.04,823.0,6.57,3071.0,275.0,16.9,5.9,3.08,16.9,25.6,1.1,0.29,,,,,,,,,,,,,,,0.02,0.17,4.31,Hydrothermal,547657.0,11.4,1.01,0.19,402796.0,0.8,816.0,,0.66,6.15,0.12,2548.0,10906.0,1.01,29312.0,1407.0,286.0,0.17,0.03
,0.44,2.97,585.0,2.98,1228.0,767.0,4.76,26.6,0.2,5.23,4.1,0.02,4.22,,,,,,,,,,,,,,,0.0,,0.37,Hydrothermal,490390.0,12.1,0.12,0.04,414044.0,0.87,315.0,1.0,0.15,0.64,0.03,525.0,46828.0,11.6,44989.0,138.0,113.0,0.17,0.08
,1.4,103.0,57.0,4.85,2233.0,732.0,7.71,6.42,0.92,5.74,33.4,0.17,1.84,,,,,,,,,,,,,,,2.75,0.01,1.34,Hydrothermal,457653.0,12.3,0.15,2.58,446619.0,1.57,1146.0,1.18,0.66,0.86,0.22,1822.0,39334.0,23.7,49485.0,412.0,295.0,0.19,0.04
,0.81,22.6,42.0,1.39,1863.0,226.0,5.82,9.38,1.25,3.97,17.1,0.17,1.21,,,,,,,,,,,,,,,0.77,,0.32,Hydrothermal,528994.0,11.4,0.14,0.2,449160.0,0.78,887.0,0.42,0.23,0.39,0.4,485.0,4389.0,10.1,13220.0,329.0,317.0,0.05,0.01
,0.79,0.9,42.3,0.36,1049.0,35.2,2.14,3.25,0.15,5.76,4.93,0.19,0.36,,,,,,,,,,,,,,,,,0.08,Hydrothermal,547792.0,10.7,0.08,0.02,446034.0,0.06,1269.0,0.12,0.18,0.38,0.05,218.0,1306.0,0.29,1975.0,74.6,174.0,0.01,
,0.93,1.24,510.0,5.91,1934.0,1255.0,4.93,1.28,2.98,28.6,9.05,0.64,3.19,,,,,,,,,,,,,,,0.03,,0.52,Hydrothermal,416387.0,11.2,0.3,0.07,355208.0,1.54,2775.0,2.1,1.01,2.96,0.08,1687.0,101441.0,20.9,116419.0,1061.0,1222.0,0.25,0.04
,1.06,2.37,729.0,6.21,363.0,289.0,4.51,15.9,1.08,16.6,4.09,0.13,1.13,,,,,,,,,,,,,,,,0.01,0.19,Hydrothermal,543362.0,11.6,0.15,0.02,424899.0,0.23,239.0,0.33,0.05,1.9,0.14,678.0,12237.0,1.0,16397.0,397.0,341.0,,
,0.91,1.28,85.0,0.83,168.0,68.3,8.43,7.85,0.91,6.44,6.23,0.03,1.12,,,,,,,,,,,,,,,0.06,0.02,0.05,Hydrothermal,556358.0,11.4,,0.04,436631.0,0.08,423.0,0.07,0.06,0.58,0.05,412.0,592.0,0.55,4698.0,317.0,200.0,,
,0.37,3.56,53.9,1.57,1116.0,664.0,3.02,4.68,8.69,11.4,7.13,0.04,1.84,,,,,,,,,,,,,,,0.08,,0.97,Hydrothermal,512891.0,12.6,,0.06,399464.0,0.91,956.0,1.46,0.18,1.2,0.09,1292.0,25602.0,6.66,55088.0,2553.0,253.0,0.09,0.02
,1.46,10.0,75.0,3.99,3838.0,1459.0,8.17,10.9,0.49,16.8,14.2,0.12,3.16,,,,,,,,,,,,,,,0.41,0.02,0.44,Hydrothermal,324352.0,11.5,0.04,0.11,288987.0,4.28,991.0,2.8,0.76,1.4,0.08,1761.0,186676.0,46.2,191007.0,339.0,377.0,0.61,0.2
,0.8,1.59,44.1,0.71,435.0,169.0,2.73,5.57,0.49,5.1,4.55,0.04,1.05,,,,,,,,,,,,,,,0.02,,0.14,Hydrothermal,525319.0,10.6,0.11,0.01,449207.0,0.31,303.0,0.46,0.05,0.48,0.05,368.0,10814.0,2.24,12978.0,188.0,138.0,0.02,0.01
,1.3,0.7,82.3,2.55,454.0,355.0,7.14,1.86,0.95,54.4,8.1,0.05,2.13,,,,,,,,,,,,,,,0.15,0.01,0.18,Hydrothermal,488578.0,11.0,0.08,0.26,462826.0,0.67,228.0,1.05,0.27,1.4,0.24,1113.0,20809.0,6.23,24268.0,507.0,679.0,0.07,0.02
,0.68,1.42,794.0,23.7,3591.0,463.0,16.7,69.9,21.9,27.8,37.6,0.53,0.25,,,,,,,,,,,,,,,0.01,0.05,2.54,Hydrothermal,536519.0,11.5,0.27,0.8,364001.0,0.01,321.0,0.11,0.33,3.57,0.67,7433.0,5519.0,0.18,72280.0,6310.0,2548.0,0.01,0.02
,0.66,0.17,157.0,0.73,818.0,71.5,5.09,8.25,0.8,9.38,6.23,0.28,0.69,,,,,,,,,,,,,,,0.01,0.01,0.03,Hydrothermal,517035.0,10.1,0.12,0.02,464582.0,0.06,808.0,0.36,0.91,0.72,0.31,961.0,5064.0,0.06,9371.0,358.0,730.0,0.01,0.11
,3.47,6.16,84.2,13.5,2201.0,698.0,2.68,12.5,5.84,14.8,13.8,0.38,,,,,,,,,,,,,,,,0.03,0.64,17.9,Hydrothermal,443100.0,12.6,0.15,0.16,377849.0,2.86,2526.0,1.03,0.92,13.65,0.12,1688.0,36303.0,90.4,133105.0,1681.0,551.0,0.25,0.09
,1.34,2.77,295.0,1.86,4012.0,547.0,1.95,9.47,3.48,5.19,7.46,1.42,0.14,,,,,,,,,,,,,,,0.0,0.42,11.9,Hydrothermal,461840.0,12.5,0.34,0.02,445416.0,1.11,2495.0,1.17,1.55,0.43,0.21,1178.0,12668.0,27.2,70055.0,1048.0,355.0,0.15,0.16
